Unnamed: 0,date,land,confirmed,dead
1035.0,2020-03-21,Hesse,1080,2
1031.0,2020-03-21,Saxony-Anhalt,188,1
1029.0,2020-03-21,Bavaria,2960,19
1039.0,2020-03-21,Lower Saxony,1023,0
1049.0,2020-03-20,Hamburg,586,0
1041.0,2020-03-20,Baden-Wuerttemberg,2746,10
1040.0,2020-03-20,Mecklenburg-Western Pomerania,131,0
1044.0,2020-03-20,North Rhine-Westphalia,3497,6
1051.0,2020-03-20,Saxony-Anhalt,180,0
1043.0,2020-03-20,Bremen,121,0
1050.0,2020-03-20,Hesse,813,1
1045.0,2020-03-20,Berlin,731,0
1046.0,2020-03-20,Lower Saxony,803,0
1052.0,2020-03-20,Saarland,146,0
1053.0,2020-03-20,Rhineland-Palatinate,801,1
1048.0,2020-03-20,Brandenburg,192,0
1047.0,2020-03-20,Thuringia,149,0
1054.0,2020-03-20,Schleswig-Holstein,266,1
1055.0,2020-03-20,Bavaria,2401,12
1042.0,2020-03-20,Saxony,394,0
1056.0,2020-03-19,Hamburg,432,0
1068.0,2020-03-19,Rhineland-Palatinate,637,0
1070.0,2020-03-19,Berlin,573,0
1062.0,2020-03-19,Saxony-Anhalt,140,0
1066.0,2020-03-19,Bremen,80,0
1067.0,2020-03-19,North Rhine-Westphalia,3033,6
1069.0,2020-03-19,Saarland,99,0
1060.0,2020-03-19,Saxony,275,0
1065.0,2020-03-19,Mecklenburg-Western Pomerania,98,0
1059.0,2020-03-19,Brandenburg,134,0
1058.0,2020-03-19,Baden-Wuerttemberg,2155,6
1057.0,2020-03-19,Thuringia,98,0
1064.0,2020-03-19,Schleswig-Holstein,202,0
1063.0,2020-03-19,Lower Saxony,669,0
1061.0,2020-03-19,Hesse,682,0
1071.0,2020-03-19,Bavaria,1692,8
1074.0,2020-03-18,Rhineland-Palatinate,474,0
1085.0,2020-03-18,Bremen,69,0
1072.0,2020-03-18,Lower Saxony,478,0
1087.0,2020-03-18,Bavaria,1243,4
1073.0,2020-03-18,Hamburg,358,0
1075.0,2020-03-18,Saarland,88,0
1076.0,2020-03-18,Hesse,432,0
1077.0,2020-03-18,Saxony-Anhalt,105,0
1078.0,2020-03-18,Berlin,391,0
1079.0,2020-03-18,Baden-Wuerttemberg,1609,2
1080.0,2020-03-18,Thuringia,74,0
1081.0,2020-03-18,Mecklenburg-Western Pomerania,56,0
1082.0,2020-03-18,Schleswig-Holstein,159,0
1084.0,2020-03-18,Brandenburg,92,0
1086.0,2020-03-18,North Rhine-Westphalia,2372,6
1083.0,2020-03-18,Saxony,198,0
1091.0,2020-03-17,Hamburg,310,0
1094.0,2020-03-17,Baden-Wuerttemberg,1479,2
1098.0,2020-03-17,North Rhine-Westphalia,2105,6
1093.0,2020-03-17,Bavaria,1109,4
1096.0,2020-03-17,Bremen,57,0
1088.0,2020-03-17,Hesse,373,0
1089.0,2020-03-17,Lower Saxony,325,0
1090.0,2020-03-17,Berlin,345,0
1092.0,2020-03-17,Saxony-Anhalt,58,0
1100.0,2020-03-17,Schleswig-Holstein,127,0
1101.0,2020-03-17,Saxony,182,0
1102.0,2020-03-17,Saarland,75,0
1095.0,2020-03-17,Mecklenburg-Western Pomerania,45,0
1097.0,2020-03-17,Brandenburg,73,0
1103.0,2020-03-17,Thuringia,51,0
1099.0,2020-03-17,Rhineland-Palatinate,442,0
1104.0,2020-03-16,Saxony,140,0
1105.0,2020-03-16,Baden-Wuerttemberg,1105,0
1106.0,2020-03-16,Hamburg,260,0
1107.0,2020-03-16,Hesse,342,0
1108.0,2020-03-16,Bavaria,1067,0
1109.0,2020-03-16,Thuringia,55,0
1110.0,2020-03-16,Bremen,56,0
1111.0,2020-03-16,Mecklenburg-Western Pomerania,51,0
1112.0,2020-03-16,Lower Saxony,391,0
1113.0,2020-03-16,Schleswig-Holstein,123,0
1114.0,2020-03-16,North Rhine-Westphalia,1541,0
1115.0,2020-03-16,Berlin,300,0
1116.0,2020-03-16,Saxony-Anhalt,77,0
1117.0,2020-03-16,Rhineland-Palatinate,325,0
1118.0,2020-03-16,Brandenburg,94,0
1119.0,2020-03-16,Saarland,85,0
1124.0,2020-03-15,Hamburg,162,0
1123.0,2020-03-15,Saarland,32,0
1121.0,2020-03-15,Schleswig-Holstein,103,0
1122.0,2020-03-15,Bavaria,886,0
1135.0,2020-03-15,Saxony-Anhalt,47,0
1125.0,2020-03-15,Mecklenburg-Western Pomerania,50,0
1126.0,2020-03-15,North Rhine-Westphalia,1407,0
1127.0,2020-03-15,Saxony,130,0
1128.0,2020-03-15,Bremen,53,0
1129.0,2020-03-15,Lower Saxony,287,0
1130.0,2020-03-15,Thuringia,51,0
1131.0,2020-03-15,Hesse,286,0
1132.0,2020-03-15,Rhineland-Palatinate,168,0
1133.0,2020-03-15,Baden-Wuerttemberg,827,0
1134.0,2020-03-15,Brandenburg,84,0
1120.0,2020-03-15,Berlin,265,0
1141.0,2020-03-14,Hesse,203,0
1142.0,2020-03-14,Lower Saxony,253,0
1136.0,2020-03-14,Saxony,93,0
1137.0,2020-03-14,Saxony-Anhalt,45,0
1138.0,2020-03-14,Saarland,40,0
1139.0,2020-03-14,North Rhine-Westphalia,1154,0
1140.0,2020-03-14,Hamburg,158,0
1143.0,2020-03-14,Thuringia,46,0
1144.0,2020-03-14,Rhineland-Palatinate,121,0
1147.0,2020-03-14,Berlin,216,0
1148.0,2020-03-14,Brandenburg,61,0
1149.0,2020-03-14,Bavaria,681,0
1150.0,2020-03-14,Mecklenburg-Western Pomerania,45,0
1151.0,2020-03-14,Bremen,50,0
1145.0,2020-03-14,Schleswig-Holstein,60,0
1146.0,2020-03-14,Baden-Wuerttemberg,569,0
1163.0,2020-03-13,Bremen,42,0
1166.0,2020-03-13,Hesse,148,0
1161.0,2020-03-13,Rhineland-Palatinate,102,0
1153.0,2020-03-13,Brandenburg,44,0
1160.0,2020-03-13,Saxony,83,0
1152.0,2020-03-13,Bavaria,558,0
1154.0,2020-03-13,Schleswig-Holstein,48,0
1156.0,2020-03-13,Saarland,40,0
1157.0,2020-03-13,North Rhine-Westphalia,936,0
1162.0,2020-03-13,Mecklenburg-Western Pomerania,33,0
1164.0,2020-03-13,Baden-Wuerttemberg,454,0
1159.0,2020-03-13,Lower Saxony,230,0
1165.0,2020-03-13,Thuringia,29,0
1167.0,2020-03-13,Saxony-Anhalt,42,0
1155.0,2020-03-13,Berlin,174,0
1158.0,2020-03-13,Hamburg,99,0
1170.0,2020-03-12,Mecklenburg-Western Pomerania,23,0
1169.0,2020-03-12,Rhineland-Palatinate,52,0
1174.0,2020-03-12,Brandenburg,30,0
1171.0,2020-03-12,Saarland,14,0
1175.0,2020-03-12,Schleswig-Holstein,31,0
1176.0,2020-03-12,Baden-Wuerttemberg,454,0
1177.0,2020-03-12,Berlin,137,0
1178.0,2020-03-12,Saxony,45,0
1172.0,2020-03-12,North Rhine-Westphalia,688,0
1173.0,2020-03-12,Bavaria,500,0
1168.0,2020-03-12,Saxony-Anhalt,27,0
1179.0,2020-03-12,Bremen,38,0
1180.0,2020-03-12,Thuringia,14,0
1181.0,2020-03-12,Hamburg,88,0
1182.0,2020-03-12,Lower Saxony,129,0
1183.0,2020-03-12,Hesse,99,0
1188.0,2020-03-11,Schleswig-Holstein,27,0
1184.0,2020-03-11,Saarland,14,0
1186.0,2020-03-11,Saxony,26,0
1187.0,2020-03-11,Saxony-Anhalt,15,0
1185.0,2020-03-11,Rhineland-Palatinate,25,0
1192.0,2020-03-11,North Rhine-Westphalia,484,0
1198.0,2020-03-11,Baden-Wuerttemberg,277,0
1193.0,2020-03-11,Mecklenburg-Western Pomerania,17,0
1189.0,2020-03-11,Bremen,21,0
1191.0,2020-03-11,Brandenburg,24,0
1194.0,2020-03-11,Bavaria,366,0
1195.0,2020-03-11,Berlin,90,0
1196.0,2020-03-11,Hesse,48,0
1199.0,2020-03-11,Thuringia,10,0
1190.0,2020-03-11,Hamburg,48,0
1197.0,2020-03-11,Lower Saxony,75,0
1200.0,2020-03-10,Saxony,22,0
1201.0,2020-03-10,Saxony-Anhalt,7,0
1205.0,2020-03-10,Bremen,4,0
1206.0,2020-03-10,Brandenburg,9,0
1203.0,2020-03-10,Bavaria,314,0
1215.0,2020-03-10,Lower Saxony,49,0
1204.0,2020-03-10,Berlin,48,0
1207.0,2020-03-10,Saarland,7,0
1208.0,2020-03-10,Hamburg,29,0
1209.0,2020-03-10,North Rhine-Westphalia,484,0
1210.0,2020-03-10,Thuringia,4,0
1211.0,2020-03-10,Mecklenburg-Western Pomerania,13,0
1212.0,2020-03-10,Baden-Wuerttemberg,237,0
1213.0,2020-03-10,Schleswig-Holstein,9,0
1214.0,2020-03-10,Rhineland-Palatinate,25,0
1202.0,2020-03-10,Hesse,35,0
1219.0,2020-03-09,Bremen,4,0
1217.0,2020-03-09,Baden-Wuerttemberg,204,0
1220.0,2020-03-09,Thuringia,2,0
1216.0,2020-03-09,Berlin,48,0
1218.0,2020-03-09,Hesse,26,0
1221.0,2020-03-09,Mecklenburg-Western Pomerania,10,0
1222.0,2020-03-09,Saarland,6,0
1223.0,2020-03-09,Brandenburg,6,0
1224.0,2020-03-09,Hamburg,17,0
1225.0,2020-03-09,North Rhine-Westphalia,484,0
1228.0,2020-03-09,Lower Saxony,38,0
1229.0,2020-03-09,Schleswig-Holstein,9,0
1226.0,2020-03-09,Saxony,12,0
1227.0,2020-03-09,Rhineland-Palatinate,17,0
1230.0,2020-03-09,Bavaria,256,0
1236.0,2020-03-08,Hesse,19,0
1245.0,2020-03-08,Brandenburg,4,0
1241.0,2020-03-08,Thuringia,2,0
1239.0,2020-03-08,Saarland,9,0
1231.0,2020-03-08,Mecklenburg-Western Pomerania,8,0
1244.0,2020-03-08,Saxony,4,0
1242.0,2020-03-08,Baden-Wuerttemberg,182,0
1234.0,2020-03-08,Rhineland-Palatinate,19,0
1240.0,2020-03-08,Bavaria,172,0
1235.0,2020-03-08,North Rhine-Westphalia,398,0
1237.0,2020-03-08,Bremen,4,0
1243.0,2020-03-08,Hamburg,13,0
1238.0,2020-03-08,Lower Saxony,21,0
1232.0,2020-03-08,Berlin,40,0
1233.0,2020-03-08,Schleswig-Holstein,7,0
1246.0,2020-03-07,Hesse,17,0
1252.0,2020-03-07,Brandenburg,2,0
1248.0,2020-03-07,Bremen,4,0
1260.0,2020-03-07,Lower Saxony,19,0
1250.0,2020-03-07,Mecklenburg-Western Pomerania,5,0
1255.0,2020-03-07,Berlin,28,0
1254.0,2020-03-07,Hamburg,13,0
1253.0,2020-03-07,Thuringia,2,0
1247.0,2020-03-07,Rhineland-Palatinate,13,0
1257.0,2020-03-07,Saarland,3,0
1256.0,2020-03-07,North Rhine-Westphalia,373,0
1251.0,2020-03-07,Bavaria,134,0
1249.0,2020-03-07,Schleswig-Holstein,8,0
1259.0,2020-03-07,Saxony,4,0
1258.0,2020-03-07,Baden-Wuerttemberg,170,0
1261.0,2020-03-06,Schleswig-Holstein,7,0
1262.0,2020-03-06,Mecklenburg-Western Pomerania,5,0
1263.0,2020-03-06,Brandenburg,2,0
1275.0,2020-03-06,Hesse,16,0
1264.0,2020-03-06,Rhineland-Palatinate,10,0
1265.0,2020-03-06,Thuringia,1,0
1266.0,2020-03-06,Bavaria,117,0
1268.0,2020-03-06,Baden-Wuerttemberg,96,0
1269.0,2020-03-06,Berlin,19,0
1270.0,2020-03-06,Saarland,2,0
1271.0,2020-03-06,Hamburg,11,0
1272.0,2020-03-06,Saxony,2,0
1273.0,2020-03-06,North Rhine-Westphalia,329,0
1274.0,2020-03-06,Lower Saxony,18,0
1267.0,2020-03-06,Bremen,4,0
1276.0,2020-03-05,Bremen,3,0
1283.0,2020-03-05,Mecklenburg-Western Pomerania,4,0
1281.0,2020-03-05,Schleswig-Holstein,7,0
1279.0,2020-03-05,Brandenburg,1,0
1286.0,2020-03-05,Berlin,13,0
1284.0,2020-03-05,Saxony,1,0
1282.0,2020-03-05,Lower Saxony,18,0
1288.0,2020-03-05,Hamburg,5,0
1287.0,2020-03-05,Thuringia,1,0
1285.0,2020-03-05,Hesse,14,0
1290.0,2020-03-05,Baden-Wuerttemberg,73,0
1289.0,2020-03-05,Bavaria,70,0
1277.0,2020-03-05,North Rhine-Westphalia,181,0
1278.0,2020-03-05,Saarland,1,0
1280.0,2020-03-05,Rhineland-Palatinate,8,0
1291.0,2020-03-04,Berlin,7,0
1292.0,2020-03-04,Lower Saxony,7,0
1293.0,2020-03-04,Brandenburg,1,0
1294.0,2020-03-04,Baden-Wuerttemberg,50,0
1295.0,2020-03-04,Mecklenburg-Western Pomerania,4,0
1296.0,2020-03-04,Saarland,1,0
1297.0,2020-03-04,Thuringia,1,0
1298.0,2020-03-04,Schleswig-Holstein,2,0
1299.0,2020-03-04,Saxony,1,0
1300.0,2020-03-04,Bavaria,48,0
1301.0,2020-03-04,Hamburg,3,0
1302.0,2020-03-04,Hesse,12,0
1303.0,2020-03-04,Rhineland-Palatinate,7,0
1304.0,2020-03-04,North Rhine-Westphalia,115,0
1305.0,2020-03-04,Bremen,3,0
