,land,date,driving,walking,transit
39170,Brandenburg,2020-04-20,69.61,,
39171,Brandenburg,2020-04-21,73.55,,
39172,Brandenburg,2020-04-22,76.27,,
39173,Brandenburg,2020-04-23,78.5,,
39174,Brandenburg,2020-04-24,72.9,,
39175,Brandenburg,2020-04-25,68.3,,
39176,Brandenburg,2020-04-26,82.95,,
39177,Brandenburg,2020-04-27,80.18,,
39178,Brandenburg,2020-04-28,80.05,,
39179,Brandenburg,2020-04-29,77.42,,
39180,Brandenburg,2020-04-30,76.17,,
39181,Brandenburg,2020-05-01,72.63,,
39182,Brandenburg,2020-05-02,67.93,,
39183,Brandenburg,2020-05-03,86.17,,
39184,Brandenburg,2020-05-04,83.0,,
39185,Brandenburg,2020-05-05,83.53,,
39186,Brandenburg,2020-05-06,87.41,,
39187,Brandenburg,2020-05-07,88.3,,
39188,Brandenburg,2020-05-08,112.46,,
39189,Brandenburg,2020-05-09,93.48,,
39190,Brandenburg,2020-05-10,103.0,,
39191,Brandenburg,2020-05-13,91.56,,
39192,Brandenburg,2020-05-14,97.08,,
39193,Brandenburg,2020-05-15,100.87,,
39194,Brandenburg,2020-05-16,94.68,,
39195,Brandenburg,2020-05-17,114.72,,
39196,Brandenburg,2020-05-18,105.71,,
39197,Brandenburg,2020-05-19,106.86,,
39198,Brandenburg,2020-05-20,129.25,,
39199,Brandenburg,2020-05-21,135.51,,
39200,Brandenburg,2020-05-22,116.14,,
39201,Brandenburg,2020-05-23,104.12,,
39202,Brandenburg,2020-05-24,120.81,,
39203,Brandenburg,2020-05-25,120.45,,
39204,Brandenburg,2020-05-26,113.46,,
39205,Brandenburg,2020-05-27,116.95,,
39206,Brandenburg,2020-05-28,127.2,,
39207,Brandenburg,2020-05-29,164.38,,
39208,Brandenburg,2020-05-30,131.49,,
39209,Brandenburg,2020-05-31,137.12,,
39210,Brandenburg,2020-06-01,219.43,,
39211,Brandenburg,2020-06-02,141.27,,
39212,Brandenburg,2020-06-03,133.18,,
39213,Brandenburg,2020-06-04,125.24,,
39214,Brandenburg,2020-06-05,135.91,,
39215,Brandenburg,2020-06-06,128.33,,
39216,Brandenburg,2020-06-07,148.04,,
39217,Brandenburg,2020-06-08,131.46,,
39218,Brandenburg,2020-06-09,128.68,,
39219,Brandenburg,2020-06-10,133.27,,
39960,Bremen,2020-01-13,100.0,100.0,
39961,Bremen,2020-01-14,101.19,88.14,
39962,Bremen,2020-01-15,99.53,90.21,
39963,Bremen,2020-01-16,105.02,97.26,
39964,Bremen,2020-01-17,135.2,124.81,
39965,Bremen,2020-01-18,99.12,125.43,
39966,Bremen,2020-01-19,85.96,80.12,
39967,Bremen,2020-01-20,94.18,86.28,
39968,Bremen,2020-01-21,104.68,88.07,
39969,Bremen,2020-01-22,95.74,88.97,
39970,Bremen,2020-01-23,108.12,97.78,
39971,Bremen,2020-01-24,106.06,105.28,
39972,Bremen,2020-01-25,96.62,119.96,
39973,Bremen,2020-01-26,90.81,87.3,
39974,Bremen,2020-01-27,94.32,90.9,
39975,Bremen,2020-01-28,100.45,83.22,
39976,Bremen,2020-01-29,97.06,84.04,
39977,Bremen,2020-01-30,103.32,92.95,
39978,Bremen,2020-01-31,119.2,114.79,
39979,Bremen,2020-02-01,106.51,130.16,
39980,Bremen,2020-02-02,90.21,80.91,
39981,Bremen,2020-02-03,105.58,100.41,
39982,Bremen,2020-02-04,139.03,148.54,
39983,Bremen,2020-02-05,112.19,100.36,
39984,Bremen,2020-02-06,105.07,94.23,
39985,Bremen,2020-02-07,117.5,129.58,
39986,Bremen,2020-02-08,113.41,176.04,
39987,Bremen,2020-02-09,89.73,74.74,
39988,Bremen,2020-02-10,105.69,80.55,
39989,Bremen,2020-02-11,107.32,87.22,
39990,Bremen,2020-02-12,105.1,89.21,
39991,Bremen,2020-02-13,106.13,92.37,
39992,Bremen,2020-02-14,116.36,122.12,
39993,Bremen,2020-02-15,107.12,156.04,
39994,Bremen,2020-02-16,90.67,79.03,
39995,Bremen,2020-02-17,100.28,94.29,
39996,Bremen,2020-02-18,104.96,111.18,
39997,Bremen,2020-02-19,138.02,102.24,
39998,Bremen,2020-02-20,110.64,99.02,
39999,Bremen,2020-02-21,116.94,119.02,
40000,Bremen,2020-02-22,108.55,160.4,
40001,Bremen,2020-02-23,88.05,72.0,
40002,Bremen,2020-02-24,105.74,79.23,
40003,Bremen,2020-02-25,109.99,99.44,
40004,Bremen,2020-02-26,108.48,103.18,
40005,Bremen,2020-02-27,102.61,95.28,
40006,Bremen,2020-02-28,116.93,113.42,
40007,Bremen,2020-02-29,106.53,134.28,
40008,Bremen,2020-03-01,94.26,87.52,
40009,Bremen,2020-03-02,97.81,87.95,
40010,Bremen,2020-03-03,105.9,91.45,
40011,Bremen,2020-03-04,103.09,92.69,
40012,Bremen,2020-03-05,105.56,90.02,
40013,Bremen,2020-03-06,119.9,102.95,
40014,Bremen,2020-03-07,103.62,130.73,
40015,Bremen,2020-03-08,87.83,71.45,
40016,Bremen,2020-03-09,95.02,84.31,
40017,Bremen,2020-03-10,96.03,78.14,
40018,Bremen,2020-03-11,94.05,95.08,
40019,Bremen,2020-03-12,87.51,82.58,
40020,Bremen,2020-03-13,84.8,75.19,
40021,Bremen,2020-03-14,72.39,87.16,
40022,Bremen,2020-03-15,60.14,57.58,
40023,Bremen,2020-03-16,68.88,64.93,
40024,Bremen,2020-03-17,66.14,62.11,
40025,Bremen,2020-03-18,56.24,55.82,
40026,Bremen,2020-03-19,53.08,42.15,
40027,Bremen,2020-03-20,49.16,41.53,
40028,Bremen,2020-03-21,38.46,38.36,
40029,Bremen,2020-03-22,38.24,36.57,
40030,Bremen,2020-03-23,47.44,39.75,
40031,Bremen,2020-03-24,46.35,42.23,
40032,Bremen,2020-03-25,46.22,43.58,
40033,Bremen,2020-03-26,49.05,42.92,
40034,Bremen,2020-03-27,50.44,48.98,
40035,Bremen,2020-03-28,42.68,44.37,
40036,Bremen,2020-03-29,39.57,33.34,
40037,Bremen,2020-03-30,49.59,38.04,
40038,Bremen,2020-03-31,52.21,45.05,
40039,Bremen,2020-04-01,52.12,45.07,
40040,Bremen,2020-04-02,55.02,44.35,
40041,Bremen,2020-04-03,50.27,45.95,
40042,Bremen,2020-04-04,43.38,48.32,
40043,Bremen,2020-04-05,49.69,59.37,
40044,Bremen,2020-04-06,58.11,61.64,
40045,Bremen,2020-04-07,59.11,61.87,
40046,Bremen,2020-04-08,58.81,66.1,
40047,Bremen,2020-04-09,57.85,61.81,
40048,Bremen,2020-04-10,45.47,58.39,
40049,Bremen,2020-04-11,45.04,52.85,
40050,Bremen,2020-04-12,39.1,49.95,
40051,Bremen,2020-04-13,47.29,38.92,
40052,Bremen,2020-04-14,58.1,50.27,
40053,Bremen,2020-04-15,62.85,58.43,
40054,Bremen,2020-04-16,61.61,61.25,
40055,Bremen,2020-04-17,62.45,61.15,
40056,Bremen,2020-04-18,52.71,61.68,
40057,Bremen,2020-04-19,56.88,63.52,
40058,Bremen,2020-04-20,64.32,66.13,
40059,Bremen,2020-04-21,64.16,64.65,
40060,Bremen,2020-04-22,64.88,63.9,
40061,Bremen,2020-04-23,64.27,67.13,
40062,Bremen,2020-04-24,61.38,65.44,
40063,Bremen,2020-04-25,54.23,58.9,
40064,Bremen,2020-04-26,56.23,57.04,
40065,Bremen,2020-04-27,67.82,66.85,
40066,Bremen,2020-04-28,69.13,52.81,
40067,Bremen,2020-04-29,69.55,52.94,
40068,Bremen,2020-04-30,68.72,55.12,
40069,Bremen,2020-05-01,54.88,45.84,
40070,Bremen,2020-05-02,60.75,49.07,
40071,Bremen,2020-05-03,61.27,57.66,
40072,Bremen,2020-05-04,73.59,61.98,
40073,Bremen,2020-05-05,75.59,64.74,
40074,Bremen,2020-05-06,74.76,67.86,
40075,Bremen,2020-05-07,74.79,65.4,
40076,Bremen,2020-05-08,77.73,71.13,
40077,Bremen,2020-05-09,70.28,77.62,
40078,Bremen,2020-05-10,70.88,59.8,
40079,Bremen,2020-05-13,83.11,63.0,
40080,Bremen,2020-05-14,87.23,68.6,
40081,Bremen,2020-05-15,88.64,61.32,
40082,Bremen,2020-05-16,78.53,71.51,
40083,Bremen,2020-05-17,78.48,72.45,
40084,Bremen,2020-05-18,92.21,77.28,
40085,Bremen,2020-05-19,94.15,74.1,
40086,Bremen,2020-05-20,100.54,79.33,
40087,Bremen,2020-05-21,82.52,89.36,
40088,Bremen,2020-05-22,91.33,78.88,
40089,Bremen,2020-05-23,81.34,74.7,
40090,Bremen,2020-05-24,83.65,59.82,
40091,Bremen,2020-05-25,95.37,76.68,
40092,Bremen,2020-05-26,95.45,84.29,
40093,Bremen,2020-05-27,99.53,84.14,
40094,Bremen,2020-05-28,102.73,91.34,
40095,Bremen,2020-05-29,118.88,94.51,
40096,Bremen,2020-05-30,99.22,101.99,
40097,Bremen,2020-05-31,85.01,87.56,
40098,Bremen,2020-06-01,99.51,97.18,
40099,Bremen,2020-06-02,118.26,108.23,
40100,Bremen,2020-06-03,108.33,91.26,
40101,Bremen,2020-06-04,104.95,80.15,
40102,Bremen,2020-06-05,109.26,83.99,
40103,Bremen,2020-06-06,96.72,87.22,
40104,Bremen,2020-06-07,89.23,70.34,
40105,Bremen,2020-06-08,100.42,87.13,
40106,Bremen,2020-06-09,102.87,88.54,
40107,Bremen,2020-06-10,106.8,94.81,
159396,Hamburg,2020-01-13,100.0,100.0,100.0
159397,Hamburg,2020-01-14,101.73,101.55,98.86
159398,Hamburg,2020-01-15,102.87,110.08,99.74
159399,Hamburg,2020-01-16,106.65,116.16,102.18
159400,Hamburg,2020-01-17,112.44,139.82,115.69
159401,Hamburg,2020-01-18,105.27,154.48,123.12
159402,Hamburg,2020-01-19,99.15,103.66,103.5
159403,Hamburg,2020-01-20,100.28,102.7,103.82
159404,Hamburg,2020-01-21,104.6,105.08,101.58
159405,Hamburg,2020-01-22,105.72,109.64,105.36
159406,Hamburg,2020-01-23,104.64,114.81,105.38
159407,Hamburg,2020-01-24,110.4,132.63,119.21
159408,Hamburg,2020-01-25,103.01,152.2,123.21
159409,Hamburg,2020-01-26,94.53,88.5,95.96
159410,Hamburg,2020-01-27,104.2,102.87,102.75
159411,Hamburg,2020-01-28,106.66,99.94,99.94
159412,Hamburg,2020-01-29,105.68,96.06,104.18
159413,Hamburg,2020-01-30,108.51,116.09,106.75
159414,Hamburg,2020-01-31,117.2,143.87,121.72
159415,Hamburg,2020-02-01,109.19,164.82,127.12
159416,Hamburg,2020-02-02,98.79,104.42,112.62
159417,Hamburg,2020-02-03,106.75,114.95,110.42
159418,Hamburg,2020-02-04,111.38,118.46,113.6
159419,Hamburg,2020-02-05,108.54,121.83,106.88
159420,Hamburg,2020-02-06,108.81,125.23,114.57
159421,Hamburg,2020-02-07,123.95,153.49,140.28
159422,Hamburg,2020-02-08,116.47,185.16,143.71
159423,Hamburg,2020-02-09,97.88,86.0,105.39
159424,Hamburg,2020-02-10,110.39,107.05,111.87
159425,Hamburg,2020-02-11,110.77,110.74,111.76
159426,Hamburg,2020-02-12,109.29,115.61,121.56
159427,Hamburg,2020-02-13,115.73,124.07,119.71
159428,Hamburg,2020-02-14,126.69,173.94,141.47
159429,Hamburg,2020-02-15,120.24,191.25,145.19
159430,Hamburg,2020-02-16,105.16,104.0,134.81
159431,Hamburg,2020-02-17,107.04,120.57,234.4
159432,Hamburg,2020-02-18,114.22,137.39,207.17
159433,Hamburg,2020-02-19,116.87,112.72,179.93
159434,Hamburg,2020-02-20,113.89,123.62,190.07
159435,Hamburg,2020-02-21,133.02,164.38,227.14
159436,Hamburg,2020-02-22,116.1,175.17,239.76
159437,Hamburg,2020-02-23,101.73,110.98,192.35
159438,Hamburg,2020-02-24,110.58,107.45,178.97
159439,Hamburg,2020-02-25,109.93,110.79,169.49
159440,Hamburg,2020-02-26,113.21,119.68,183.47
159441,Hamburg,2020-02-27,119.71,127.15,180.4
159442,Hamburg,2020-02-28,124.87,148.92,205.52
159443,Hamburg,2020-02-29,111.36,168.15,216.37
159444,Hamburg,2020-03-01,106.56,101.3,172.57
159445,Hamburg,2020-03-02,105.52,110.62,156.53
159446,Hamburg,2020-03-03,105.4,108.51,155.83
159447,Hamburg,2020-03-04,107.32,110.96,163.87
159448,Hamburg,2020-03-05,114.09,116.48,169.39
159449,Hamburg,2020-03-06,114.42,128.96,192.26
159450,Hamburg,2020-03-07,115.84,171.72,226.2
159451,Hamburg,2020-03-08,103.17,97.45,172.18
159452,Hamburg,2020-03-09,101.88,103.36,159.36
159453,Hamburg,2020-03-10,103.55,95.87,157.3
159454,Hamburg,2020-03-11,100.68,112.28,150.06
159455,Hamburg,2020-03-12,91.76,93.3,131.93
159456,Hamburg,2020-03-13,86.08,93.18,121.82
159457,Hamburg,2020-03-14,79.03,106.01,122.11
159458,Hamburg,2020-03-15,66.51,69.48,88.97
159459,Hamburg,2020-03-16,70.89,68.34,73.19
159460,Hamburg,2020-03-17,62.26,57.31,58.81
159461,Hamburg,2020-03-18,56.59,47.66,50.64
159462,Hamburg,2020-03-19,52.67,44.86,45.38
159463,Hamburg,2020-03-20,49.75,43.49,45.85
159464,Hamburg,2020-03-21,40.64,40.28,37.23
159465,Hamburg,2020-03-22,41.37,43.34,40.51
159466,Hamburg,2020-03-23,47.15,41.51,42.5
159467,Hamburg,2020-03-24,47.03,41.51,39.71
159468,Hamburg,2020-03-25,48.63,44.35,41.83
159469,Hamburg,2020-03-26,50.29,47.45,43.85
159470,Hamburg,2020-03-27,51.47,49.03,43.61
159471,Hamburg,2020-03-28,48.01,56.71,42.22
159472,Hamburg,2020-03-29,42.37,33.62,39.58
159473,Hamburg,2020-03-30,50.05,37.53,44.29
159474,Hamburg,2020-03-31,53.75,45.85,45.83
159475,Hamburg,2020-04-01,53.29,43.1,44.97
159476,Hamburg,2020-04-02,53.27,45.86,44.46
159477,Hamburg,2020-04-03,52.09,43.77,43.36
159478,Hamburg,2020-04-04,47.42,54.89,44.9
159479,Hamburg,2020-04-05,55.9,73.03,50.18
159480,Hamburg,2020-04-06,61.41,67.45,52.55
159481,Hamburg,2020-04-07,60.09,62.82,55.71
159482,Hamburg,2020-04-08,62.27,62.95,54.75
159483,Hamburg,2020-04-09,57.43,56.92,53.17
159484,Hamburg,2020-04-10,48.28,60.38,53.5
159485,Hamburg,2020-04-11,49.97,60.92,47.78
159486,Hamburg,2020-04-12,46.62,68.72,50.44
159487,Hamburg,2020-04-13,52.51,51.19,55.96
159488,Hamburg,2020-04-14,60.81,49.98,58.73
159489,Hamburg,2020-04-15,63.34,59.17,62.11
159490,Hamburg,2020-04-16,64.77,61.65,56.9
159491,Hamburg,2020-04-17,63.86,65.19,58.81
159492,Hamburg,2020-04-18,59.42,71.59,60.48
159493,Hamburg,2020-04-19,64.12,71.78,66.79
159494,Hamburg,2020-04-20,70.33,63.97,63.69
159495,Hamburg,2020-04-21,70.75,64.9,65.28
159496,Hamburg,2020-04-22,71.83,66.7,60.86
159497,Hamburg,2020-04-23,73.16,71.53,65.16
159498,Hamburg,2020-04-24,67.72,65.29,60.88
159499,Hamburg,2020-04-25,59.68,69.39,58.61
159500,Hamburg,2020-04-26,63.35,66.22,65.45
159501,Hamburg,2020-04-27,72.25,68.74,66.83
159502,Hamburg,2020-04-28,70.55,60.6,64.28
159503,Hamburg,2020-04-29,70.34,54.44,62.2
159504,Hamburg,2020-04-30,70.69,56.39,59.72
159505,Hamburg,2020-05-01,57.18,51.57,57.94
159506,Hamburg,2020-05-02,62.9,59.53,58.9
159507,Hamburg,2020-05-03,68.07,64.49,68.68
159508,Hamburg,2020-05-04,78.93,70.21,75.16
159509,Hamburg,2020-05-05,83.0,72.49,82.13
159510,Hamburg,2020-05-06,80.84,75.53,83.27
159511,Hamburg,2020-05-07,80.72,73.86,77.38
159512,Hamburg,2020-05-08,85.42,83.04,81.1
159513,Hamburg,2020-05-09,85.83,92.76,77.12
159514,Hamburg,2020-05-10,80.04,69.39,78.4
159515,Hamburg,2020-05-13,85.68,67.85,81.01
159516,Hamburg,2020-05-14,89.93,76.07,83.1
159517,Hamburg,2020-05-15,91.3,70.69,82.51
159518,Hamburg,2020-05-16,80.36,76.89,79.87
159519,Hamburg,2020-05-17,84.93,70.47,89.06
159520,Hamburg,2020-05-18,96.29,78.21,94.17
159521,Hamburg,2020-05-19,98.23,84.9,93.98
159522,Hamburg,2020-05-20,111.42,89.24,94.9
159523,Hamburg,2020-05-21,91.47,97.26,100.51
159524,Hamburg,2020-05-22,91.68,83.08,95.94
159525,Hamburg,2020-05-23,83.33,83.29,92.92
159526,Hamburg,2020-05-24,89.78,61.57,87.82
159527,Hamburg,2020-05-25,101.0,83.44,106.77
159528,Hamburg,2020-05-26,103.89,92.88,104.83
159529,Hamburg,2020-05-27,105.45,93.79,110.66
159530,Hamburg,2020-05-28,110.72,99.86,111.76
159531,Hamburg,2020-05-29,133.64,108.96,121.89
159532,Hamburg,2020-05-30,105.63,120.74,121.65
159533,Hamburg,2020-05-31,91.3,94.33,112.06
159534,Hamburg,2020-06-01,118.45,113.46,130.66
159535,Hamburg,2020-06-02,123.99,114.12,132.92
159536,Hamburg,2020-06-03,112.37,97.08,125.87
159537,Hamburg,2020-06-04,109.86,93.25,121.83
159538,Hamburg,2020-06-05,114.06,104.69,130.51
159539,Hamburg,2020-06-06,110.73,118.41,130.48
159540,Hamburg,2020-06-07,105.61,88.13,124.83
159541,Hamburg,2020-06-08,111.58,104.62,134.42
159542,Hamburg,2020-06-09,111.78,104.59,139.94
159543,Hamburg,2020-06-10,123.85,112.84,135.19
170348,Hesse,2020-01-13,100.0,,
170349,Hesse,2020-01-14,103.2,,
170350,Hesse,2020-01-15,105.43,,
170351,Hesse,2020-01-16,107.95,,
170352,Hesse,2020-01-17,112.44,,
170353,Hesse,2020-01-18,109.91,,
170354,Hesse,2020-01-19,102.49,,
170355,Hesse,2020-01-20,102.66,,
170356,Hesse,2020-01-21,108.39,,
170357,Hesse,2020-01-22,107.44,,
170358,Hesse,2020-01-23,106.95,,
170359,Hesse,2020-01-24,116.41,,
170360,Hesse,2020-01-25,110.63,,
170361,Hesse,2020-01-26,105.15,,
170362,Hesse,2020-01-27,107.24,,
170363,Hesse,2020-01-28,106.59,,
170364,Hesse,2020-01-29,108.09,,
170365,Hesse,2020-01-30,106.63,,
170366,Hesse,2020-01-31,118.76,,
170367,Hesse,2020-02-01,114.35,,
170368,Hesse,2020-02-02,108.18,,
170369,Hesse,2020-02-03,107.43,,
170370,Hesse,2020-02-04,110.86,,
170371,Hesse,2020-02-05,111.75,,
170372,Hesse,2020-02-06,106.1,,
170373,Hesse,2020-02-07,118.79,,
170374,Hesse,2020-02-08,115.5,,
170375,Hesse,2020-02-09,108.89,,
170376,Hesse,2020-02-10,113.78,,
170377,Hesse,2020-02-11,112.93,,
170378,Hesse,2020-02-12,112.52,,
170379,Hesse,2020-02-13,112.51,,
170380,Hesse,2020-02-14,126.16,,
170381,Hesse,2020-02-15,118.99,,
170382,Hesse,2020-02-16,105.97,,
170383,Hesse,2020-02-17,107.45,,
170384,Hesse,2020-02-18,108.57,,
170385,Hesse,2020-02-19,111.01,,
170386,Hesse,2020-02-20,111.92,,
170387,Hesse,2020-02-21,120.06,,
170388,Hesse,2020-02-22,110.36,,
170389,Hesse,2020-02-23,98.21,,
170390,Hesse,2020-02-24,104.23,,
170391,Hesse,2020-02-25,103.33,,
170392,Hesse,2020-02-26,104.74,,
170393,Hesse,2020-02-27,124.22,,
170394,Hesse,2020-02-28,115.89,,
170395,Hesse,2020-02-29,113.48,,
170396,Hesse,2020-03-01,106.25,,
170397,Hesse,2020-03-02,105.0,,
170398,Hesse,2020-03-03,102.65,,
170399,Hesse,2020-03-04,104.07,,
170400,Hesse,2020-03-05,106.55,,
170401,Hesse,2020-03-06,112.45,,
170402,Hesse,2020-03-07,111.72,,
170403,Hesse,2020-03-08,101.47,,
170404,Hesse,2020-03-09,100.55,,
170405,Hesse,2020-03-10,103.03,,
170406,Hesse,2020-03-11,105.31,,
170407,Hesse,2020-03-12,91.03,,
170408,Hesse,2020-03-13,88.41,,
170409,Hesse,2020-03-14,78.75,,
170410,Hesse,2020-03-15,72.27,,
170411,Hesse,2020-03-16,70.01,,
170412,Hesse,2020-03-17,63.17,,
170413,Hesse,2020-03-18,58.59,,
170414,Hesse,2020-03-19,54.46,,
170415,Hesse,2020-03-20,52.05,,
170416,Hesse,2020-03-21,39.13,,
170417,Hesse,2020-03-22,40.73,,
170418,Hesse,2020-03-23,45.32,,
170419,Hesse,2020-03-24,45.43,,
170420,Hesse,2020-03-25,46.69,,
170421,Hesse,2020-03-26,48.29,,
170422,Hesse,2020-03-27,51.19,,
170423,Hesse,2020-03-28,48.56,,
170424,Hesse,2020-03-29,44.29,,
170425,Hesse,2020-03-30,51.29,,
170426,Hesse,2020-03-31,53.05,,
170427,Hesse,2020-04-01,53.92,,
170428,Hesse,2020-04-02,54.09,,
170429,Hesse,2020-04-03,52.67,,
170430,Hesse,2020-04-04,50.06,,
170431,Hesse,2020-04-05,55.1,,
170432,Hesse,2020-04-06,58.81,,
170433,Hesse,2020-04-07,60.69,,
170434,Hesse,2020-04-08,62.85,,
170435,Hesse,2020-04-09,60.93,,
170436,Hesse,2020-04-10,53.37,,
170437,Hesse,2020-04-11,53.24,,
170438,Hesse,2020-04-12,46.32,,
170439,Hesse,2020-04-13,52.75,,
170440,Hesse,2020-04-14,61.5,,
170441,Hesse,2020-04-15,63.37,,
170442,Hesse,2020-04-16,66.18,,
170443,Hesse,2020-04-17,66.47,,
170444,Hesse,2020-04-18,59.29,,
170445,Hesse,2020-04-19,62.81,,
170446,Hesse,2020-04-20,66.81,,
170447,Hesse,2020-04-21,67.85,,
170448,Hesse,2020-04-22,69.14,,
170449,Hesse,2020-04-23,68.83,,
170450,Hesse,2020-04-24,68.18,,
170451,Hesse,2020-04-25,64.4,,
170452,Hesse,2020-04-26,67.85,,
170453,Hesse,2020-04-27,67.61,,
170454,Hesse,2020-04-28,66.96,,
170455,Hesse,2020-04-29,69.44,,
170456,Hesse,2020-04-30,68.0,,
170457,Hesse,2020-05-01,61.39,,
170458,Hesse,2020-05-02,67.16,,
170459,Hesse,2020-05-03,72.8,,
170460,Hesse,2020-05-04,74.18,,
170461,Hesse,2020-05-05,76.21,,
170462,Hesse,2020-05-06,78.27,,
170463,Hesse,2020-05-07,80.34,,
170464,Hesse,2020-05-08,83.56,,
170465,Hesse,2020-05-09,75.52,,
170466,Hesse,2020-05-10,75.51,,
170467,Hesse,2020-05-13,83.31,,
170468,Hesse,2020-05-14,84.3,,
170469,Hesse,2020-05-15,91.52,,
170470,Hesse,2020-05-16,88.23,,
170471,Hesse,2020-05-17,90.24,,
170472,Hesse,2020-05-18,92.74,,
170473,Hesse,2020-05-19,95.45,,
170474,Hesse,2020-05-20,102.66,,
170475,Hesse,2020-05-21,98.55,,
170476,Hesse,2020-05-22,99.89,,
170477,Hesse,2020-05-23,90.41,,
170478,Hesse,2020-05-24,97.37,,
170479,Hesse,2020-05-25,97.23,,
170480,Hesse,2020-05-26,97.54,,
170481,Hesse,2020-05-27,102.71,,
170482,Hesse,2020-05-28,105.01,,
170483,Hesse,2020-05-29,118.74,,
170484,Hesse,2020-05-30,109.92,,
170485,Hesse,2020-05-31,102.69,,
170486,Hesse,2020-06-01,121.08,,
170487,Hesse,2020-06-02,111.59,,
170488,Hesse,2020-06-03,107.31,,
170489,Hesse,2020-06-04,104.77,,
170490,Hesse,2020-06-05,111.81,,
170491,Hesse,2020-06-06,110.79,,
170492,Hesse,2020-06-07,109.73,,
170493,Hesse,2020-06-08,107.69,,
170494,Hesse,2020-06-09,109.57,,
170495,Hesse,2020-06-10,116.12,,
234432,Lower Saxony,2020-01-13,100.0,,
234433,Lower Saxony,2020-01-14,100.37,,
234434,Lower Saxony,2020-01-15,101.27,,
234435,Lower Saxony,2020-01-16,105.67,,
234436,Lower Saxony,2020-01-17,115.66,,
234437,Lower Saxony,2020-01-18,106.84,,
234438,Lower Saxony,2020-01-19,106.46,,
234439,Lower Saxony,2020-01-20,100.2,,
234440,Lower Saxony,2020-01-21,103.44,,
234441,Lower Saxony,2020-01-22,102.02,,
234442,Lower Saxony,2020-01-23,100.97,,
234443,Lower Saxony,2020-01-24,110.58,,
234444,Lower Saxony,2020-01-25,105.68,,
234445,Lower Saxony,2020-01-26,104.35,,
234446,Lower Saxony,2020-01-27,101.87,,
234447,Lower Saxony,2020-01-28,103.38,,
234448,Lower Saxony,2020-01-29,103.14,,
234449,Lower Saxony,2020-01-30,104.4,,
234450,Lower Saxony,2020-01-31,122.98,,
234451,Lower Saxony,2020-02-01,111.72,,
234452,Lower Saxony,2020-02-02,109.68,,
234453,Lower Saxony,2020-02-03,110.06,,
234454,Lower Saxony,2020-02-04,115.89,,
234455,Lower Saxony,2020-02-05,108.98,,
234456,Lower Saxony,2020-02-06,105.12,,
234457,Lower Saxony,2020-02-07,120.05,,
234458,Lower Saxony,2020-02-08,114.05,,
234459,Lower Saxony,2020-02-09,110.01,,
234460,Lower Saxony,2020-02-10,107.46,,
234461,Lower Saxony,2020-02-11,107.33,,
234462,Lower Saxony,2020-02-12,108.14,,
234463,Lower Saxony,2020-02-13,110.04,,
234464,Lower Saxony,2020-02-14,127.59,,
234465,Lower Saxony,2020-02-15,131.01,,
234466,Lower Saxony,2020-02-16,114.91,,
234467,Lower Saxony,2020-02-17,106.76,,
234468,Lower Saxony,2020-02-18,110.7,,
234469,Lower Saxony,2020-02-19,121.76,,
234470,Lower Saxony,2020-02-20,111.74,,
234471,Lower Saxony,2020-02-21,121.79,,
234472,Lower Saxony,2020-02-22,115.94,,
234473,Lower Saxony,2020-02-23,107.81,,
234474,Lower Saxony,2020-02-24,110.0,,
234475,Lower Saxony,2020-02-25,110.38,,
234476,Lower Saxony,2020-02-26,108.66,,
234477,Lower Saxony,2020-02-27,107.3,,
234478,Lower Saxony,2020-02-28,121.24,,
234479,Lower Saxony,2020-02-29,116.24,,
234480,Lower Saxony,2020-03-01,110.28,,
234481,Lower Saxony,2020-03-02,105.87,,
234482,Lower Saxony,2020-03-03,106.32,,
234483,Lower Saxony,2020-03-04,106.55,,
234484,Lower Saxony,2020-03-05,106.02,,
234485,Lower Saxony,2020-03-06,124.91,,
234486,Lower Saxony,2020-03-07,116.31,,
234487,Lower Saxony,2020-03-08,112.41,,
234488,Lower Saxony,2020-03-09,103.32,,
234489,Lower Saxony,2020-03-10,108.08,,
234490,Lower Saxony,2020-03-11,101.18,,
234491,Lower Saxony,2020-03-12,92.48,,
234492,Lower Saxony,2020-03-13,94.2,,
234493,Lower Saxony,2020-03-14,82.9,,
234494,Lower Saxony,2020-03-15,77.16,,
234495,Lower Saxony,2020-03-16,73.9,,
234496,Lower Saxony,2020-03-17,67.96,,
234497,Lower Saxony,2020-03-18,63.21,,
234498,Lower Saxony,2020-03-19,58.75,,
234499,Lower Saxony,2020-03-20,55.68,,
234500,Lower Saxony,2020-03-21,46.02,,
234501,Lower Saxony,2020-03-22,47.6,,
234502,Lower Saxony,2020-03-23,50.92,,
234503,Lower Saxony,2020-03-24,52.94,,
234504,Lower Saxony,2020-03-25,53.36,,
234505,Lower Saxony,2020-03-26,55.51,,
234506,Lower Saxony,2020-03-27,57.24,,
234507,Lower Saxony,2020-03-28,52.03,,
234508,Lower Saxony,2020-03-29,49.47,,
234509,Lower Saxony,2020-03-30,57.15,,
234510,Lower Saxony,2020-03-31,60.91,,
234511,Lower Saxony,2020-04-01,60.26,,
234512,Lower Saxony,2020-04-02,59.45,,
234513,Lower Saxony,2020-04-03,58.14,,
234514,Lower Saxony,2020-04-04,52.87,,
234515,Lower Saxony,2020-04-05,63.26,,
