,land,date,driving,walking,transit
234516,Lower Saxony,2020-04-06,67.38,,
234517,Lower Saxony,2020-04-07,68.69,,
234518,Lower Saxony,2020-04-08,70.43,,
234519,Lower Saxony,2020-04-09,66.0,,
234520,Lower Saxony,2020-04-10,58.12,,
234521,Lower Saxony,2020-04-11,56.15,,
234522,Lower Saxony,2020-04-12,51.19,,
234523,Lower Saxony,2020-04-13,62.28,,
234524,Lower Saxony,2020-04-14,68.96,,
234525,Lower Saxony,2020-04-15,71.15,,
234526,Lower Saxony,2020-04-16,72.84,,
234527,Lower Saxony,2020-04-17,72.74,,
234528,Lower Saxony,2020-04-18,65.93,,
234529,Lower Saxony,2020-04-19,73.69,,
234530,Lower Saxony,2020-04-20,74.07,,
234531,Lower Saxony,2020-04-21,73.83,,
234532,Lower Saxony,2020-04-22,76.5,,
234533,Lower Saxony,2020-04-23,75.93,,
234534,Lower Saxony,2020-04-24,74.6,,
234535,Lower Saxony,2020-04-25,67.87,,
234536,Lower Saxony,2020-04-26,76.07,,
234537,Lower Saxony,2020-04-27,76.45,,
234538,Lower Saxony,2020-04-28,77.0,,
234539,Lower Saxony,2020-04-29,77.5,,
234540,Lower Saxony,2020-04-30,77.8,,
234541,Lower Saxony,2020-05-01,71.18,,
234542,Lower Saxony,2020-05-02,72.6,,
234543,Lower Saxony,2020-05-03,81.53,,
234544,Lower Saxony,2020-05-04,84.76,,
234545,Lower Saxony,2020-05-05,84.33,,
234546,Lower Saxony,2020-05-06,85.51,,
234547,Lower Saxony,2020-05-07,90.16,,
234548,Lower Saxony,2020-05-08,93.86,,
234549,Lower Saxony,2020-05-09,87.93,,
234550,Lower Saxony,2020-05-10,88.42,,
234551,Lower Saxony,2020-05-13,94.14,,
234552,Lower Saxony,2020-05-14,97.23,,
234553,Lower Saxony,2020-05-15,102.34,,
234554,Lower Saxony,2020-05-16,98.89,,
234555,Lower Saxony,2020-05-17,105.53,,
234556,Lower Saxony,2020-05-18,104.21,,
234557,Lower Saxony,2020-05-19,107.24,,
234558,Lower Saxony,2020-05-20,122.23,,
234559,Lower Saxony,2020-05-21,116.8,,
234560,Lower Saxony,2020-05-22,114.19,,
234561,Lower Saxony,2020-05-23,106.21,,
234562,Lower Saxony,2020-05-24,120.01,,
234563,Lower Saxony,2020-05-25,109.87,,
234564,Lower Saxony,2020-05-26,109.68,,
234565,Lower Saxony,2020-05-27,112.7,,
234566,Lower Saxony,2020-05-28,120.18,,
234567,Lower Saxony,2020-05-29,145.88,,
234568,Lower Saxony,2020-05-30,124.69,,
234569,Lower Saxony,2020-05-31,120.8,,
234570,Lower Saxony,2020-06-01,148.3,,
234571,Lower Saxony,2020-06-02,135.1,,
234572,Lower Saxony,2020-06-03,120.43,,
234573,Lower Saxony,2020-06-04,118.89,,
234574,Lower Saxony,2020-06-05,128.7,,
234575,Lower Saxony,2020-06-06,126.66,,
234576,Lower Saxony,2020-06-07,129.3,,
234577,Lower Saxony,2020-06-08,120.67,,
234578,Lower Saxony,2020-06-09,120.32,,
234579,Lower Saxony,2020-06-10,128.69,,
256928,Mecklenburg-Western Pomerania,2020-01-13,100.0,,
256929,Mecklenburg-Western Pomerania,2020-01-14,101.41,,
256930,Mecklenburg-Western Pomerania,2020-01-15,104.39,,
256931,Mecklenburg-Western Pomerania,2020-01-16,103.13,,
256932,Mecklenburg-Western Pomerania,2020-01-17,115.79,,
256933,Mecklenburg-Western Pomerania,2020-01-18,113.31,,
256934,Mecklenburg-Western Pomerania,2020-01-19,121.52,,
256935,Mecklenburg-Western Pomerania,2020-01-20,102.44,,
256936,Mecklenburg-Western Pomerania,2020-01-21,103.13,,
256937,Mecklenburg-Western Pomerania,2020-01-22,106.43,,
256938,Mecklenburg-Western Pomerania,2020-01-23,105.56,,
256939,Mecklenburg-Western Pomerania,2020-01-24,117.8,,
256940,Mecklenburg-Western Pomerania,2020-01-25,110.82,,
256941,Mecklenburg-Western Pomerania,2020-01-26,114.3,,
256942,Mecklenburg-Western Pomerania,2020-01-27,102.4,,
256943,Mecklenburg-Western Pomerania,2020-01-28,103.22,,
256944,Mecklenburg-Western Pomerania,2020-01-29,98.82,,
256945,Mecklenburg-Western Pomerania,2020-01-30,101.84,,
256946,Mecklenburg-Western Pomerania,2020-01-31,120.68,,
256947,Mecklenburg-Western Pomerania,2020-02-01,128.65,,
256948,Mecklenburg-Western Pomerania,2020-02-02,132.36,,
256949,Mecklenburg-Western Pomerania,2020-02-03,116.75,,
256950,Mecklenburg-Western Pomerania,2020-02-04,115.18,,
256951,Mecklenburg-Western Pomerania,2020-02-05,115.88,,
256952,Mecklenburg-Western Pomerania,2020-02-06,114.32,,
256953,Mecklenburg-Western Pomerania,2020-02-07,136.68,,
256954,Mecklenburg-Western Pomerania,2020-02-08,125.5,,
256955,Mecklenburg-Western Pomerania,2020-02-09,116.34,,
256956,Mecklenburg-Western Pomerania,2020-02-10,110.01,,
256957,Mecklenburg-Western Pomerania,2020-02-11,107.79,,
256958,Mecklenburg-Western Pomerania,2020-02-12,107.35,,
256959,Mecklenburg-Western Pomerania,2020-02-13,115.21,,
256960,Mecklenburg-Western Pomerania,2020-02-14,133.44,,
256961,Mecklenburg-Western Pomerania,2020-02-15,127.41,,
256962,Mecklenburg-Western Pomerania,2020-02-16,128.7,,
256963,Mecklenburg-Western Pomerania,2020-02-17,116.49,,
256964,Mecklenburg-Western Pomerania,2020-02-18,115.14,,
256965,Mecklenburg-Western Pomerania,2020-02-19,111.04,,
256966,Mecklenburg-Western Pomerania,2020-02-20,111.0,,
256967,Mecklenburg-Western Pomerania,2020-02-21,127.36,,
256968,Mecklenburg-Western Pomerania,2020-02-22,122.21,,
256969,Mecklenburg-Western Pomerania,2020-02-23,126.5,,
256970,Mecklenburg-Western Pomerania,2020-02-24,114.77,,
256971,Mecklenburg-Western Pomerania,2020-02-25,116.59,,
256972,Mecklenburg-Western Pomerania,2020-02-26,112.16,,
256973,Mecklenburg-Western Pomerania,2020-02-27,111.27,,
256974,Mecklenburg-Western Pomerania,2020-02-28,129.31,,
256975,Mecklenburg-Western Pomerania,2020-02-29,121.18,,
256976,Mecklenburg-Western Pomerania,2020-03-01,125.13,,
256977,Mecklenburg-Western Pomerania,2020-03-02,114.1,,
256978,Mecklenburg-Western Pomerania,2020-03-03,114.26,,
256979,Mecklenburg-Western Pomerania,2020-03-04,111.18,,
256980,Mecklenburg-Western Pomerania,2020-03-05,113.76,,
256981,Mecklenburg-Western Pomerania,2020-03-06,133.19,,
256982,Mecklenburg-Western Pomerania,2020-03-07,126.04,,
256983,Mecklenburg-Western Pomerania,2020-03-08,126.8,,
256984,Mecklenburg-Western Pomerania,2020-03-09,112.8,,
256985,Mecklenburg-Western Pomerania,2020-03-10,106.82,,
256986,Mecklenburg-Western Pomerania,2020-03-11,104.89,,
256987,Mecklenburg-Western Pomerania,2020-03-12,98.2,,
256988,Mecklenburg-Western Pomerania,2020-03-13,104.3,,
256989,Mecklenburg-Western Pomerania,2020-03-14,99.97,,
256990,Mecklenburg-Western Pomerania,2020-03-15,93.09,,
256991,Mecklenburg-Western Pomerania,2020-03-16,78.96,,
256992,Mecklenburg-Western Pomerania,2020-03-17,72.39,,
256993,Mecklenburg-Western Pomerania,2020-03-18,67.12,,
256994,Mecklenburg-Western Pomerania,2020-03-19,62.55,,
256995,Mecklenburg-Western Pomerania,2020-03-20,56.17,,
256996,Mecklenburg-Western Pomerania,2020-03-21,43.14,,
256997,Mecklenburg-Western Pomerania,2020-03-22,45.95,,
256998,Mecklenburg-Western Pomerania,2020-03-23,52.2,,
256999,Mecklenburg-Western Pomerania,2020-03-24,51.95,,
257000,Mecklenburg-Western Pomerania,2020-03-25,53.33,,
257001,Mecklenburg-Western Pomerania,2020-03-26,57.55,,
257002,Mecklenburg-Western Pomerania,2020-03-27,54.92,,
257003,Mecklenburg-Western Pomerania,2020-03-28,48.42,,
257004,Mecklenburg-Western Pomerania,2020-03-29,50.6,,
257005,Mecklenburg-Western Pomerania,2020-03-30,58.2,,
257006,Mecklenburg-Western Pomerania,2020-03-31,59.01,,
257007,Mecklenburg-Western Pomerania,2020-04-01,59.02,,
257008,Mecklenburg-Western Pomerania,2020-04-02,59.51,,
257009,Mecklenburg-Western Pomerania,2020-04-03,55.13,,
257010,Mecklenburg-Western Pomerania,2020-04-04,45.54,,
257011,Mecklenburg-Western Pomerania,2020-04-05,58.8,,
257012,Mecklenburg-Western Pomerania,2020-04-06,64.68,,
257013,Mecklenburg-Western Pomerania,2020-04-07,63.54,,
257014,Mecklenburg-Western Pomerania,2020-04-08,65.35,,
257015,Mecklenburg-Western Pomerania,2020-04-09,59.83,,
257016,Mecklenburg-Western Pomerania,2020-04-10,50.73,,
257017,Mecklenburg-Western Pomerania,2020-04-11,47.24,,
257018,Mecklenburg-Western Pomerania,2020-04-12,49.17,,
257019,Mecklenburg-Western Pomerania,2020-04-13,59.36,,
257020,Mecklenburg-Western Pomerania,2020-04-14,67.36,,
257021,Mecklenburg-Western Pomerania,2020-04-15,69.75,,
257022,Mecklenburg-Western Pomerania,2020-04-16,70.03,,
257023,Mecklenburg-Western Pomerania,2020-04-17,69.03,,
257024,Mecklenburg-Western Pomerania,2020-04-18,60.54,,
257025,Mecklenburg-Western Pomerania,2020-04-19,70.3,,
257026,Mecklenburg-Western Pomerania,2020-04-20,71.54,,
257027,Mecklenburg-Western Pomerania,2020-04-21,71.81,,
257028,Mecklenburg-Western Pomerania,2020-04-22,72.53,,
257029,Mecklenburg-Western Pomerania,2020-04-23,74.47,,
257030,Mecklenburg-Western Pomerania,2020-04-24,73.6,,
257031,Mecklenburg-Western Pomerania,2020-04-25,64.06,,
257032,Mecklenburg-Western Pomerania,2020-04-26,72.86,,
257033,Mecklenburg-Western Pomerania,2020-04-27,73.97,,
257034,Mecklenburg-Western Pomerania,2020-04-28,73.32,,
257035,Mecklenburg-Western Pomerania,2020-04-29,76.68,,
257036,Mecklenburg-Western Pomerania,2020-04-30,75.99,,
257037,Mecklenburg-Western Pomerania,2020-05-01,71.64,,
257038,Mecklenburg-Western Pomerania,2020-05-02,68.61,,
257039,Mecklenburg-Western Pomerania,2020-05-03,86.85,,
257040,Mecklenburg-Western Pomerania,2020-05-04,87.07,,
257041,Mecklenburg-Western Pomerania,2020-05-05,88.64,,
257042,Mecklenburg-Western Pomerania,2020-05-06,91.57,,
257043,Mecklenburg-Western Pomerania,2020-05-07,93.67,,
257044,Mecklenburg-Western Pomerania,2020-05-08,98.89,,
257045,Mecklenburg-Western Pomerania,2020-05-09,97.95,,
257046,Mecklenburg-Western Pomerania,2020-05-10,103.25,,
257047,Mecklenburg-Western Pomerania,2020-05-13,104.4,,
257048,Mecklenburg-Western Pomerania,2020-05-14,104.07,,
257049,Mecklenburg-Western Pomerania,2020-05-15,107.22,,
257050,Mecklenburg-Western Pomerania,2020-05-16,97.61,,
257051,Mecklenburg-Western Pomerania,2020-05-17,114.04,,
257052,Mecklenburg-Western Pomerania,2020-05-18,112.65,,
257053,Mecklenburg-Western Pomerania,2020-05-19,118.42,,
257054,Mecklenburg-Western Pomerania,2020-05-20,134.54,,
257055,Mecklenburg-Western Pomerania,2020-05-21,134.44,,
257056,Mecklenburg-Western Pomerania,2020-05-22,130.12,,
257057,Mecklenburg-Western Pomerania,2020-05-23,124.95,,
257058,Mecklenburg-Western Pomerania,2020-05-24,151.35,,
257059,Mecklenburg-Western Pomerania,2020-05-25,171.18,,
257060,Mecklenburg-Western Pomerania,2020-05-26,159.06,,
257061,Mecklenburg-Western Pomerania,2020-05-27,165.19,,
257062,Mecklenburg-Western Pomerania,2020-05-28,186.85,,
257063,Mecklenburg-Western Pomerania,2020-05-29,251.35,,
257064,Mecklenburg-Western Pomerania,2020-05-30,239.76,,
257065,Mecklenburg-Western Pomerania,2020-05-31,253.04,,
257066,Mecklenburg-Western Pomerania,2020-06-01,329.95,,
257067,Mecklenburg-Western Pomerania,2020-06-02,210.27,,
257068,Mecklenburg-Western Pomerania,2020-06-03,191.97,,
257069,Mecklenburg-Western Pomerania,2020-06-04,200.12,,
257070,Mecklenburg-Western Pomerania,2020-06-05,213.81,,
257071,Mecklenburg-Western Pomerania,2020-06-06,210.59,,
257072,Mecklenburg-Western Pomerania,2020-06-07,228.68,,
257073,Mecklenburg-Western Pomerania,2020-06-08,202.84,,
257074,Mecklenburg-Western Pomerania,2020-06-09,204.25,,
257075,Mecklenburg-Western Pomerania,2020-06-10,215.44,,
290672,North Rhine-Westphalia,2020-01-13,100.0,,
290673,North Rhine-Westphalia,2020-01-14,100.15,,
290674,North Rhine-Westphalia,2020-01-15,101.64,,
290675,North Rhine-Westphalia,2020-01-16,101.39,,
290676,North Rhine-Westphalia,2020-01-17,110.92,,
290677,North Rhine-Westphalia,2020-01-18,104.96,,
290678,North Rhine-Westphalia,2020-01-19,97.42,,
290679,North Rhine-Westphalia,2020-01-20,99.63,,
290680,North Rhine-Westphalia,2020-01-21,103.18,,
290681,North Rhine-Westphalia,2020-01-22,102.73,,
290682,North Rhine-Westphalia,2020-01-23,100.72,,
290683,North Rhine-Westphalia,2020-01-24,106.64,,
290684,North Rhine-Westphalia,2020-01-25,101.61,,
290685,North Rhine-Westphalia,2020-01-26,96.85,,
290686,North Rhine-Westphalia,2020-01-27,98.76,,
290687,North Rhine-Westphalia,2020-01-28,101.11,,
290688,North Rhine-Westphalia,2020-01-29,99.72,,
290689,North Rhine-Westphalia,2020-01-30,100.26,,
290690,North Rhine-Westphalia,2020-01-31,112.07,,
290691,North Rhine-Westphalia,2020-02-01,111.32,,
290692,North Rhine-Westphalia,2020-02-02,100.0,,
290693,North Rhine-Westphalia,2020-02-03,100.69,,
290694,North Rhine-Westphalia,2020-02-04,103.97,,
290695,North Rhine-Westphalia,2020-02-05,102.81,,
290696,North Rhine-Westphalia,2020-02-06,100.66,,
290697,North Rhine-Westphalia,2020-02-07,112.65,,
290698,North Rhine-Westphalia,2020-02-08,105.94,,
290699,North Rhine-Westphalia,2020-02-09,89.44,,
290700,North Rhine-Westphalia,2020-02-10,100.11,,
290701,North Rhine-Westphalia,2020-02-11,106.36,,
290702,North Rhine-Westphalia,2020-02-12,106.17,,
290703,North Rhine-Westphalia,2020-02-13,111.59,,
290704,North Rhine-Westphalia,2020-02-14,119.31,,
290705,North Rhine-Westphalia,2020-02-15,111.12,,
290706,North Rhine-Westphalia,2020-02-16,98.99,,
290707,North Rhine-Westphalia,2020-02-17,105.22,,
290708,North Rhine-Westphalia,2020-02-18,109.25,,
290709,North Rhine-Westphalia,2020-02-19,106.47,,
290710,North Rhine-Westphalia,2020-02-20,99.9,,
290711,North Rhine-Westphalia,2020-02-21,109.57,,
290712,North Rhine-Westphalia,2020-02-22,102.47,,
290713,North Rhine-Westphalia,2020-02-23,85.0,,
290714,North Rhine-Westphalia,2020-02-24,92.18,,
290715,North Rhine-Westphalia,2020-02-25,102.66,,
290716,North Rhine-Westphalia,2020-02-26,98.86,,
290717,North Rhine-Westphalia,2020-02-27,101.43,,
290718,North Rhine-Westphalia,2020-02-28,105.32,,
290719,North Rhine-Westphalia,2020-02-29,103.1,,
290720,North Rhine-Westphalia,2020-03-01,95.18,,
290721,North Rhine-Westphalia,2020-03-02,96.52,,
290722,North Rhine-Westphalia,2020-03-03,103.45,,
290723,North Rhine-Westphalia,2020-03-04,100.06,,
290724,North Rhine-Westphalia,2020-03-05,101.23,,
290725,North Rhine-Westphalia,2020-03-06,108.88,,
290726,North Rhine-Westphalia,2020-03-07,105.52,,
290727,North Rhine-Westphalia,2020-03-08,94.87,,
290728,North Rhine-Westphalia,2020-03-09,95.11,,
290729,North Rhine-Westphalia,2020-03-10,96.49,,
290730,North Rhine-Westphalia,2020-03-11,94.28,,
290731,North Rhine-Westphalia,2020-03-12,88.98,,
290732,North Rhine-Westphalia,2020-03-13,83.24,,
290733,North Rhine-Westphalia,2020-03-14,75.34,,
290734,North Rhine-Westphalia,2020-03-15,66.7,,
290735,North Rhine-Westphalia,2020-03-16,65.79,,
290736,North Rhine-Westphalia,2020-03-17,62.02,,
290737,North Rhine-Westphalia,2020-03-18,57.02,,
290738,North Rhine-Westphalia,2020-03-19,52.18,,
290739,North Rhine-Westphalia,2020-03-20,48.14,,
290740,North Rhine-Westphalia,2020-03-21,40.18,,
290741,North Rhine-Westphalia,2020-03-22,40.17,,
290742,North Rhine-Westphalia,2020-03-23,45.85,,
290743,North Rhine-Westphalia,2020-03-24,46.13,,
290744,North Rhine-Westphalia,2020-03-25,47.21,,
290745,North Rhine-Westphalia,2020-03-26,49.0,,
290746,North Rhine-Westphalia,2020-03-27,50.92,,
290747,North Rhine-Westphalia,2020-03-28,47.19,,
290748,North Rhine-Westphalia,2020-03-29,41.86,,
290749,North Rhine-Westphalia,2020-03-30,50.78,,
290750,North Rhine-Westphalia,2020-03-31,54.0,,
290751,North Rhine-Westphalia,2020-04-01,55.13,,
290752,North Rhine-Westphalia,2020-04-02,53.8,,
290753,North Rhine-Westphalia,2020-04-03,52.96,,
290754,North Rhine-Westphalia,2020-04-04,50.3,,
290755,North Rhine-Westphalia,2020-04-05,56.46,,
290756,North Rhine-Westphalia,2020-04-06,60.02,,
290757,North Rhine-Westphalia,2020-04-07,61.22,,
290758,North Rhine-Westphalia,2020-04-08,63.52,,
290759,North Rhine-Westphalia,2020-04-09,60.95,,
290760,North Rhine-Westphalia,2020-04-10,53.51,,
290761,North Rhine-Westphalia,2020-04-11,53.98,,
290762,North Rhine-Westphalia,2020-04-12,46.21,,
290763,North Rhine-Westphalia,2020-04-13,53.72,,
290764,North Rhine-Westphalia,2020-04-14,62.0,,
290765,North Rhine-Westphalia,2020-04-15,64.41,,
290766,North Rhine-Westphalia,2020-04-16,67.19,,
290767,North Rhine-Westphalia,2020-04-17,66.75,,
290768,North Rhine-Westphalia,2020-04-18,57.62,,
290769,North Rhine-Westphalia,2020-04-19,63.74,,
290770,North Rhine-Westphalia,2020-04-20,68.73,,
290771,North Rhine-Westphalia,2020-04-21,69.74,,
290772,North Rhine-Westphalia,2020-04-22,71.01,,
290773,North Rhine-Westphalia,2020-04-23,71.76,,
290774,North Rhine-Westphalia,2020-04-24,68.9,,
290775,North Rhine-Westphalia,2020-04-25,65.02,,
290776,North Rhine-Westphalia,2020-04-26,68.6,,
290777,North Rhine-Westphalia,2020-04-27,70.35,,
290778,North Rhine-Westphalia,2020-04-28,68.69,,
290779,North Rhine-Westphalia,2020-04-29,71.3,,
290780,North Rhine-Westphalia,2020-04-30,72.54,,
290781,North Rhine-Westphalia,2020-05-01,62.2,,
290782,North Rhine-Westphalia,2020-05-02,68.4,,
290783,North Rhine-Westphalia,2020-05-03,72.21,,
290784,North Rhine-Westphalia,2020-05-04,76.41,,
290785,North Rhine-Westphalia,2020-05-05,77.56,,
290786,North Rhine-Westphalia,2020-05-06,78.57,,
290787,North Rhine-Westphalia,2020-05-07,80.71,,
290788,North Rhine-Westphalia,2020-05-08,83.27,,
290789,North Rhine-Westphalia,2020-05-09,77.92,,
290790,North Rhine-Westphalia,2020-05-10,72.11,,
290791,North Rhine-Westphalia,2020-05-13,82.8,,
290792,North Rhine-Westphalia,2020-05-14,85.89,,
290793,North Rhine-Westphalia,2020-05-15,90.78,,
290794,North Rhine-Westphalia,2020-05-16,85.57,,
290795,North Rhine-Westphalia,2020-05-17,88.24,,
290796,North Rhine-Westphalia,2020-05-18,91.74,,
290797,North Rhine-Westphalia,2020-05-19,94.08,,
290798,North Rhine-Westphalia,2020-05-20,97.88,,
290799,North Rhine-Westphalia,2020-05-21,92.62,,
290800,North Rhine-Westphalia,2020-05-22,96.34,,
290801,North Rhine-Westphalia,2020-05-23,88.09,,
290802,North Rhine-Westphalia,2020-05-24,89.97,,
290803,North Rhine-Westphalia,2020-05-25,96.37,,
290804,North Rhine-Westphalia,2020-05-26,99.35,,
290805,North Rhine-Westphalia,2020-05-27,100.77,,
290806,North Rhine-Westphalia,2020-05-28,106.39,,
290807,North Rhine-Westphalia,2020-05-29,117.97,,
290808,North Rhine-Westphalia,2020-05-30,105.28,,
290809,North Rhine-Westphalia,2020-05-31,97.3,,
290810,North Rhine-Westphalia,2020-06-01,115.23,,
290811,North Rhine-Westphalia,2020-06-02,110.51,,
290812,North Rhine-Westphalia,2020-06-03,106.13,,
290813,North Rhine-Westphalia,2020-06-04,103.86,,
290814,North Rhine-Westphalia,2020-06-05,108.74,,
290815,North Rhine-Westphalia,2020-06-06,105.42,,
290816,North Rhine-Westphalia,2020-06-07,102.18,,
290817,North Rhine-Westphalia,2020-06-08,106.05,,
290818,North Rhine-Westphalia,2020-06-09,107.97,,
290819,North Rhine-Westphalia,2020-06-10,112.53,,
334628,Rhineland-Palatinate,2020-01-13,100.0,,
334629,Rhineland-Palatinate,2020-01-14,97.2,,
334630,Rhineland-Palatinate,2020-01-15,100.33,,
334631,Rhineland-Palatinate,2020-01-16,100.2,,
334632,Rhineland-Palatinate,2020-01-17,106.1,,
334633,Rhineland-Palatinate,2020-01-18,104.27,,
334634,Rhineland-Palatinate,2020-01-19,102.85,,
334635,Rhineland-Palatinate,2020-01-20,98.9,,
334636,Rhineland-Palatinate,2020-01-21,97.42,,
334637,Rhineland-Palatinate,2020-01-22,98.3,,
334638,Rhineland-Palatinate,2020-01-23,94.73,,
334639,Rhineland-Palatinate,2020-01-24,104.37,,
334640,Rhineland-Palatinate,2020-01-25,106.01,,
334641,Rhineland-Palatinate,2020-01-26,102.6,,
334642,Rhineland-Palatinate,2020-01-27,98.64,,
334643,Rhineland-Palatinate,2020-01-28,103.3,,
334644,Rhineland-Palatinate,2020-01-29,96.69,,
334645,Rhineland-Palatinate,2020-01-30,100.8,,
334646,Rhineland-Palatinate,2020-01-31,109.54,,
334647,Rhineland-Palatinate,2020-02-01,112.65,,
334648,Rhineland-Palatinate,2020-02-02,106.43,,
334649,Rhineland-Palatinate,2020-02-03,99.33,,
334650,Rhineland-Palatinate,2020-02-04,103.67,,
334651,Rhineland-Palatinate,2020-02-05,103.97,,
334652,Rhineland-Palatinate,2020-02-06,99.52,,
334653,Rhineland-Palatinate,2020-02-07,107.33,,
334654,Rhineland-Palatinate,2020-02-08,114.0,,
334655,Rhineland-Palatinate,2020-02-09,102.89,,
334656,Rhineland-Palatinate,2020-02-10,103.44,,
334657,Rhineland-Palatinate,2020-02-11,101.62,,
334658,Rhineland-Palatinate,2020-02-12,101.29,,
334659,Rhineland-Palatinate,2020-02-13,102.04,,
334660,Rhineland-Palatinate,2020-02-14,121.22,,
334661,Rhineland-Palatinate,2020-02-15,113.56,,
334662,Rhineland-Palatinate,2020-02-16,107.83,,
334663,Rhineland-Palatinate,2020-02-17,103.32,,
334664,Rhineland-Palatinate,2020-02-18,99.36,,
334665,Rhineland-Palatinate,2020-02-19,99.89,,
334666,Rhineland-Palatinate,2020-02-20,96.62,,
334667,Rhineland-Palatinate,2020-02-21,115.8,,
334668,Rhineland-Palatinate,2020-02-22,105.84,,
334669,Rhineland-Palatinate,2020-02-23,94.17,,
334670,Rhineland-Palatinate,2020-02-24,98.6,,
334671,Rhineland-Palatinate,2020-02-25,96.62,,
334672,Rhineland-Palatinate,2020-02-26,95.56,,
334673,Rhineland-Palatinate,2020-02-27,114.82,,
334674,Rhineland-Palatinate,2020-02-28,108.78,,
334675,Rhineland-Palatinate,2020-02-29,116.3,,
334676,Rhineland-Palatinate,2020-03-01,106.85,,
334677,Rhineland-Palatinate,2020-03-02,96.59,,
334678,Rhineland-Palatinate,2020-03-03,96.97,,
334679,Rhineland-Palatinate,2020-03-04,97.4,,
334680,Rhineland-Palatinate,2020-03-05,99.12,,
334681,Rhineland-Palatinate,2020-03-06,108.43,,
334682,Rhineland-Palatinate,2020-03-07,113.56,,
334683,Rhineland-Palatinate,2020-03-08,107.41,,
334684,Rhineland-Palatinate,2020-03-09,95.64,,
334685,Rhineland-Palatinate,2020-03-10,92.98,,
334686,Rhineland-Palatinate,2020-03-11,91.47,,
334687,Rhineland-Palatinate,2020-03-12,87.74,,
334688,Rhineland-Palatinate,2020-03-13,82.2,,
334689,Rhineland-Palatinate,2020-03-14,76.83,,
334690,Rhineland-Palatinate,2020-03-15,76.29,,
334691,Rhineland-Palatinate,2020-03-16,66.11,,
334692,Rhineland-Palatinate,2020-03-17,61.15,,
334693,Rhineland-Palatinate,2020-03-18,57.1,,
334694,Rhineland-Palatinate,2020-03-19,53.8,,
334695,Rhineland-Palatinate,2020-03-20,51.9,,
334696,Rhineland-Palatinate,2020-03-21,38.81,,
334697,Rhineland-Palatinate,2020-03-22,40.99,,
334698,Rhineland-Palatinate,2020-03-23,44.88,,
334699,Rhineland-Palatinate,2020-03-24,45.82,,
334700,Rhineland-Palatinate,2020-03-25,46.76,,
334701,Rhineland-Palatinate,2020-03-26,46.53,,
334702,Rhineland-Palatinate,2020-03-27,49.73,,
334703,Rhineland-Palatinate,2020-03-28,49.33,,
334704,Rhineland-Palatinate,2020-03-29,45.32,,
334705,Rhineland-Palatinate,2020-03-30,51.63,,
334706,Rhineland-Palatinate,2020-03-31,52.93,,
334707,Rhineland-Palatinate,2020-04-01,54.39,,
334708,Rhineland-Palatinate,2020-04-02,55.15,,
334709,Rhineland-Palatinate,2020-04-03,53.55,,
334710,Rhineland-Palatinate,2020-04-04,50.73,,
334711,Rhineland-Palatinate,2020-04-05,59.58,,
334712,Rhineland-Palatinate,2020-04-06,59.97,,
334713,Rhineland-Palatinate,2020-04-07,60.52,,
334714,Rhineland-Palatinate,2020-04-08,61.47,,
334715,Rhineland-Palatinate,2020-04-09,60.96,,
334716,Rhineland-Palatinate,2020-04-10,57.9,,
334717,Rhineland-Palatinate,2020-04-11,55.36,,
334718,Rhineland-Palatinate,2020-04-12,49.29,,
334719,Rhineland-Palatinate,2020-04-13,56.86,,
334720,Rhineland-Palatinate,2020-04-14,62.92,,
334721,Rhineland-Palatinate,2020-04-15,64.76,,
334722,Rhineland-Palatinate,2020-04-16,66.4,,
334723,Rhineland-Palatinate,2020-04-17,67.4,,
334724,Rhineland-Palatinate,2020-04-18,60.49,,
334725,Rhineland-Palatinate,2020-04-19,68.22,,
334726,Rhineland-Palatinate,2020-04-20,67.56,,
334727,Rhineland-Palatinate,2020-04-21,67.69,,
334728,Rhineland-Palatinate,2020-04-22,68.68,,
334729,Rhineland-Palatinate,2020-04-23,69.35,,
334730,Rhineland-Palatinate,2020-04-24,69.93,,
334731,Rhineland-Palatinate,2020-04-25,68.0,,
334732,Rhineland-Palatinate,2020-04-26,75.91,,
334733,Rhineland-Palatinate,2020-04-27,68.84,,
334734,Rhineland-Palatinate,2020-04-28,67.76,,
334735,Rhineland-Palatinate,2020-04-29,70.17,,
334736,Rhineland-Palatinate,2020-04-30,69.32,,
334737,Rhineland-Palatinate,2020-05-01,65.41,,
334738,Rhineland-Palatinate,2020-05-02,71.13,,
334739,Rhineland-Palatinate,2020-05-03,81.78,,
334740,Rhineland-Palatinate,2020-05-04,75.23,,
334741,Rhineland-Palatinate,2020-05-05,78.92,,
334742,Rhineland-Palatinate,2020-05-06,78.44,,
334743,Rhineland-Palatinate,2020-05-07,80.95,,
334744,Rhineland-Palatinate,2020-05-08,85.86,,
334745,Rhineland-Palatinate,2020-05-09,79.95,,
334746,Rhineland-Palatinate,2020-05-10,81.12,,
334747,Rhineland-Palatinate,2020-05-13,83.89,,
334748,Rhineland-Palatinate,2020-05-14,87.27,,
334749,Rhineland-Palatinate,2020-05-15,91.49,,
334750,Rhineland-Palatinate,2020-05-16,95.22,,
334751,Rhineland-Palatinate,2020-05-17,101.19,,
334752,Rhineland-Palatinate,2020-05-18,94.73,,
334753,Rhineland-Palatinate,2020-05-19,97.35,,
334754,Rhineland-Palatinate,2020-05-20,105.04,,
